group,c1,c2,y
B,4.058117888138774,5.329581540616428,12.649034977381444
A,4.19494483833423,3.8394763027789236,17.30908342509048
A,2.24641066619721,10.694665954185535,15.695646076805179
B,2.5109121205320513,6.414959550721198,11.535752355564618
B,3.1947221710466,6.116839177956942,14.954389254136645
B,1.736451078468056,5.284335509407014,13.59763947588919
B,4.261710729059337,2.967360881933009,13.6191093212276
C,0.9972272035219291,2.718281828459045,5.476909327042826
A,3.4318813752021002,5.0823458792134195,14.456803353414017
C,0.21432574875748578,2.718281828459045,6.8046377923476635
A,3.7593466862766043,3.529570613462152,15.735418195079632
B,1.26841104235928,4.24379653152275,11.763043936570162
A,2.882724368952294,6.324500180945564,13.762228246468286
B,3.4378084497060373,6.701451831876528,14.577333776269715
A,4.713130523056423,5.436414951542339,17.160792478146213
A,1.9500374397695237,14.526591122432214,15.410453447277208
B,1.6876246815082134,3.443833443733945,13.482156835507848
A,1.9429416005076758,4.103079806915836,19.839855589130607
B,3.347918882159645,7.10757521782922,14.951031135992455
B,0.24586607633907143,2.8337787509182744,7.749102762408572
C,2.7422040007421766,14.151387342871754,16.986126536312995
C,1.856931313180402,4.824730314704318,9.70630129646249
B,3.160618526672987,2.756429443688852,10.7408365352589
A,2.1248822632765134,6.918431075668103,13.546810211393502
A,2.946656400118564,3.0355239457466237,15.135594393533411
C,-0.035087415793036536,2.718281828459045,9.07049224853348
B,1.8045405824204523,5.326025753459076,10.968142508784865
B,2.399608467411986,6.238691578705591,13.9237384250483
A,3.847922506078681,19.9374889344585,16.47808075208385
C,2.624799567088723,2.718281828459045,4.324730858141868
A,2.971805939997813,17.619765276962216,13.758132619220621
A,3.2003417910722316,4.222836336156304,13.295226957953213
A,3.431222128919736,2.7696272004382703,15.188368497364657
A,3.778980290260035,6.739663511707156,15.803101012000527
B,2.5553948272706277,2.9035141400493805,9.869841069988976
C,0.4199397766551062,2.718281828459045,11.232101048229989
C,-0.03086997755136167,2.718281828459045,8.252863067740705
A,3.0964714936845636,7.84168895058063,17.543458726575395
A,4.100852554423672,11.20618118945501,17.103027783684432
B,1.0979941134099989,2.718281828459045,8.678619107260122
C,-0.1037896889622516,2.718281828459045,8.978958700719627
A,2.9820683208198897,11.57841581286468,12.68776232684267
C,0.4772048633702768,2.718281828459045,9.741587186627772
A,1.5514196652619794,9.489106999955432,14.229732968272055
B,2.5904679077095434,3.2446575556372794,13.06052052227146
B,1.8795209330125857,3.8061097306387266,11.094596914919373
C,2.316723294318256,7.205209029498569,13.981396895324568
B,3.0953390159813257,2.9039909945337885,14.512093816442018
B,2.52415093573228,3.0318441014900883,13.884696198505477
B,1.3571539851148082,5.996512342642352,9.477818314826331
C,-0.18903457007862556,2.718281828459045,10.423070355996401
C,2.650066975551608,2.718281828459045,9.243036603717048
C,2.5965888307560068,2.718281828459045,8.98870499680098
C,-0.3967643517648698,2.718281828459045,12.011326283159683
A,4.0197037682293155,10.025634574641563,17.76165243681909
C,2.6957886743148465,4.945847924191954,14.085062464320051
A,4.987358396084983,7.488533473750456,17.559445103996847
C,1.9990939642236232,2.718281828459045,6.94641385282416
C,0.8620628724631149,2.718281828459045,6.4686793537555864
C,2.4535041532476476,2.718281828459045,6.8989321950157745
C,-0.3116734457992969,2.718281828459045,8.917470505358517
B,3.3002040976817346,3.5804565059338787,11.081777716244279
C,1.3709312074893103,2.718281828459045,7.371706086663037
C,-0.3346353557337751,2.718281828459045,5.797889613733066
B,2.1313772698143856,7.147708266254856,11.404437717630223
A,2.6092721515459485,19.43006906132554,12.297517190510977
B,1.2431929292752923,2.9600546492660422,13.234185225533498
A,1.9133803753627232,10.581682939752984,16.774980566761876
A,3.921041407714557,13.71317018962696,16.518830205006502
B,0.7780160996075992,2.718281828459045,9.413680735213756
A,1.848314137146295,9.693167084400395,14.348486671718579
C,2.888481901620921,2.718281828459045,8.43869090437741
B,1.1418000470120395,2.7278185289087524,13.791675778168953
C,-0.2641675203705196,2.718281828459045,9.193016523891643
C,2.439630223781636,2.718281828459045,8.622297163554087
B,1.9003461993974595,4.705077387368695,10.840541622593197
B,2.1393081308575215,5.994405714376002,13.496326233005679
B,3.5495786900295903,3.3361136933592634,13.781449480273732
B,2.8225841732449974,2.8082713390402847,9.940533906922504
B,1.5613148642071013,5.18038726960296,12.264392098501308
B,1.1379269185563643,4.339903823250886,10.434252408888003
B,1.20213621705015,2.718281828459045,6.959827759152683
A,3.8606878771070035,7.428040915391364,17.488653483179668
B,2.123060578001717,4.945130559513676,13.88852576586876
A,1.0885910396804739,13.944303805624633,16.368123775983783
B,2.7868133994340023,4.587332195300971,9.517172086680217
B,1.8994772567502332,6.732349497534577,10.841276093075617
B,1.836208083282065,3.1153580046027374,14.02086501748477
A,3.0331952696657787,3.144575349509394,17.637159204552283
C,1.9233555696201825,2.718281828459045,10.054473470638587
B,0.5814969539803605,4.3012588492604396,15.149862537114277
B,3.174394947693555,4.387821948743591,8.218577181879226
C,2.385633696904964,2.718281828459045,6.305468008979348
C,1.5042976757521116,2.718281828459045,11.384547312915995
C,0.040755548324034496,2.718281828459045,6.475862733748967
A,4.917121365278005,10.566693743542086,19.446557445821316
B,2.5409712568841627,5.626828912653278,13.225856488787056
C,-0.138215650886081,2.718281828459045,6.780465772325068
C,2.1846246267552996,2.718281828459045,5.36850979498552
A,2.2053843943083806,5.150841862043069,19.414512357850885
B,2.80193259906387,5.630543178489548,10.331437522134799
A,3.025278638778285,17.0816003421538,18.14900040959474
C,0.80787705502918,2.718281828459045,4.485447302376359
B,1.2372257312993944,3.6000935883371166,8.526967864593736
B,0.45328357054419954,4.276997623109664,12.030297965064829
C,1.3550252869025547,2.718281828459045,11.344277276293099
C,1.4974991714715018,2.718281828459045,7.7126755494471055
A,2.6268929183156393,11.059698202947757,12.89405745491677
A,3.479958224708947,14.121002960938757,13.451221166290042
A,1.5285858325958113,2.896450632609205,11.434481112466731
A,3.2234027684388256,4.284715900735484,17.841164011610648
B,1.9373382739202814,3.2320854586776537,13.914256185794532
C,0.3620343685356503,2.718281828459045,10.728484702530933
B,2.0947545282008386,6.43368057059799,11.794927456536236
A,2.750781393907927,5.794335249444644,13.912599879806205
A,0.660054988928479,2.718281828459045,7.6086173735386025
A,4.055611660084537,10.326714827301302,12.240248661700333
C,-1.2247662657347438,2.718281828459045,6.282899019695394
C,-0.608214524881675,2.718281828459045,11.710330842488773
A,4.41176266011577,6.751509179815925,16.70663182368456
A,3.5875585741101674,6.77071843647657,15.907579073391112
A,3.804272735413245,8.459483472124292,15.914841196723888
C,1.5228477867286108,2.718281828459045,10.566984341637886
B,1.9839764497343944,4.066092341819795,11.705766187888138
C,2.1445043988166983,2.718281828459045,8.43409109942375
C,0.6469140554094528,2.718281828459045,10.102151857015045
A,3.176035936156535,6.302190018514419,11.916676504799852
A,2.5853740086829577,2.9158754508892186,14.902363345912143
A,2.8093618877806947,5.861166613476172,16.021707411459076
B,4.866026478166608,4.843149325763151,11.569283713683241
A,2.481042691619963,16.942371314990638,16.959515878934376
A,1.151897702419586,13.131028605289533,13.015836142505435
B,2.168697329631718,4.458141111477317,13.228666175715844
C,0.4059344640339658,2.718281828459045,7.042407771530109
A,3.771395173946277,5.740710653980231,18.08062019876699
B,0.06289521222779593,4.630189796699301,9.34742617893849
A,4.162580354649773,7.025241539847727,13.566102697359641
B,1.9334007461809057,3.473584182102907,12.121625796366903
C,0.6475798457529369,2.718281828459045,7.773485376849953
C,0.47458868779803176,2.718281828459045,9.83273544904051
A,2.53683061998133,16.064896978849,12.95531232088819
C,3.6135294623551344,7.924870170635043,19.775363236598757
C,1.0272161900739405,2.718281828459045,9.261012274154082
B,1.503205469601748,2.7996281242902645,13.013892187103725
C,0.46279828641107,2.718281828459045,10.376769988276502
C,1.0301676550860066,2.718281828459045,8.952352601424762
A,2.4743938024526053,11.160319407346297,17.438905439139802
B,4.764474273310023,11.645324804690683,20.331063134745
C,0.07580163717870736,2.718281828459045,9.171113904582734
A,3.597160365441214,4.741214267483749,19.02162446206247
C,1.3869334954186425,2.718281828459045,6.821453185839703
A,2.6083582481170153,10.295862434990324,14.356582480942492
C,0.819638216260851,2.718281828459045,8.595405241176033
B,2.177410090912009,6.959875073978365,13.080732827286276
A,2.9550214276777695,5.654061274093042,14.277560800762343
B,1.5693233787128458,3.634544949335696,13.72461054404263
C,1.6350787553640487,2.718281828459045,7.658894730310751
B,1.5812325166242251,6.1019055562873215,15.662180257684788
B,2.101643070398383,6.135374366064294,12.127222278066487
C,1.5531649902482416,2.718281828459045,8.131313824977026
C,0.17545469622088705,2.718281828459045,7.15711375857212
B,1.7739181986936792,3.251051511413843,15.134008014460807
C,0.9845840164634372,2.718281828459045,7.694029218613777
A,2.50490676173981,10.046313580368516,11.945384215374972
B,2.151519596571307,4.107240973346615,16.224717989326457
B,3.1136479776428247,4.118229821874788,12.439383316590083
B,0.4464134411840891,2.718281828459045,8.142871986390738
C,1.384333683687831,2.718281828459045,7.74588779704608
B,1.804682307414109,3.8830910582538873,8.76069687461979
C,1.3836475145009286,2.718281828459045,6.438800701723469
C,-1.2090926076679986,2.718281828459045,8.76241758683908
B,2.1800239194695457,3.3392711102722985,14.256115943732274
A,2.4978992018383823,14.732324980728528,15.312874309467691
A,2.4240010459758383,4.171477140297986,11.884468098348384
A,3.308975747070929,14.721506754632342,15.133189885156352
B,2.836066974641013,3.6917037420589844,9.836822397982008
B,1.0247700137847366,2.8994629044672933,13.984365159319127
A,2.276573970758411,3.8837506672093545,11.358678433458843
B,1.4932969204184028,3.8230940130056403,11.522430279137406
C,3.5322192273603,4.501844719866724,19.32843301201122
A,1.1372786432600237,5.100061493415281,13.62533346542715
A,2.3327590662995474,4.034529679484749,18.450174574254746
A,2.094524997803208,8.639675755470885,18.43101232434924
A,4.075261857139869,3.767455209105299,16.30285145537422
C,2.5390622080658805,2.718281828459045,5.312593631318775
A,3.163375945334989,16.043638971076092,16.68778148838439
A,2.4418625266643685,11.556877534023078,16.544121385945623
C,0.5422927403172817,2.718281828459045,9.260112820294292
C,1.4143889016193638,2.718281828459045,9.962941655612571
B,4.851689808460229,5.120650791670913,11.271399437678522
B,3.0086525116637297,6.395709781040109,15.892889791440037
C,1.4112857937387824,2.718281828459045,10.145676611385285
A,3.3996598022943356,3.9360032027832603,14.812960625650016
B,2.3779736738313217,2.7333472918033057,14.711685524929171
B,0.9900789152298357,4.986655046880912,9.419581664698914
B,0.4889638281022757,6.424339860846201,8.176611110818323
B,1.7865863410810643,2.8720306980275563,11.275441271264498
A,1.048831902925098,5.758106477741028,17.712447061823678
A,3.721730883816915,16.135968540599077,16.88693975337253
A,4.4757160618291465,18.82826708879939,19.073640317994496
B,1.5013359042871195,4.407388699327996,8.87027565317393
A,1.9394764368658979,4.292157501751726,8.39088949026499
B,2.686803148463337,4.424255950412898,9.930357630989354
A,2.8421682305930553,12.592526918856041,15.216440582055547
A,3.1088146643735004,10.723532482986442,16.57839612253033
C,1.1321382847014616,2.718281828459045,4.572171982962311
C,0.14668760054382812,2.718281828459045,5.0754878851838905
C,-1.77747591704561,2.718281828459045,8.64534991016603
B,4.407292309023273,5.687662097792927,10.035232499119271
A,4.290173362993346,16.628274194530736,14.986236473402645
A,2.5798741973042416,18.230186670644066,9.740428488158889
A,3.570639399772377,4.121016384806517,15.344544829409543
B,2.8639365070288423,3.2368382062111536,11.568783575434388
C,3.759718191899297,10.631605581163056,14.613100795074885
B,1.2284640096493473,5.279336130195235,11.518254833011994
A,2.0885297907492566,5.412210810522682,15.35861455497907
A,2.3142178998531127,12.776365877627594,16.418261151551555
A,2.3206556611109628,10.34417497381662,16.809423645334245
C,0.4298469528731206,2.718281828459045,9.722024456955824
B,1.7200142609756663,4.0849382596485535,7.743755548429627
C,-0.2801797384454594,2.718281828459045,9.996255765223502
C,1.3115942020565479,2.718281828459045,7.783159957527785
A,1.1463187975799671,2.718281828459045,10.658684399641153
B,2.0437053702446626,2.718281828459045,12.009128843351295
C,0.3068439273675021,2.718281828459045,6.92556560741688
B,2.8984704684950646,2.74522180396406,14.246600583138816
B,1.3664781397474475,7.320485299108955,10.583291175955631
B,2.947921443004788,4.785307552989843,14.086592670753614
B,1.699177770025081,6.882097817739699,14.145969654533898
A,0.9250341436240919,2.718281828459045,7.719946532824897
B,0.3433725899697887,2.718281828459045,8.47104579095836
C,2.031236747167877,3.7343168204541617,15.325236470523798
C,2.034868616890771,2.718281828459045,7.080333936537711
B,1.2772282753397963,6.3785253812120954,13.52275278283349
B,0.675062594452565,3.5657089431453026,12.578055359939553
A,4.481511980803401,3.8757509047495433,20.96450782229497
A,3.494767340326889,17.060676427283195,16.79067804127815
B,2.136711125862471,3.717788389779308,12.421431620831786
A,2.7552103559119328,16.322651442570084,16.4933509187585
C,0.10604947257890396,2.718281828459045,7.087421897476536
B,3.223289221403469,4.420816349723421,10.9231727552697
B,1.6169233596531927,5.5796226524805315,15.207214237347117
A,1.8191543407672643,11.094889821894522,15.606278317850228
A,4.606587817326339,5.546758699894979,14.581861163434748
C,1.0026479495184397,2.718281828459045,9.175764796123758
B,1.9980664613196406,3.0375318601941115,14.077415738888321
C,1.899870334024223,2.718281828459045,6.788497580156347
A,2.8395514629839864,8.624898571483529,15.399993511397456
C,2.9506101187910825,2.718281828459045,8.118910497304107
C,-1.3882228130849392,2.718281828459045,7.242879388308367
A,3.8378587797253148,2.9350257375233157,11.432456044919427
B,1.4578224118413723,2.763495946325952,12.197040906207935
C,1.7998414284660862,2.718281828459045,7.32514970096844
B,1.5956495330699816,5.909742862952448,8.147204158922651
C,2.9136718888799438,2.718281828459045,8.072883442665741
C,-0.3925232914858783,2.718281828459045,9.308272805177218
A,0.08936204159103012,2.718281828459045,9.15158250110564
C,2.422105367590018,5.498577779029181,8.711233691428731
C,1.173454386747404,2.718281828459045,7.501725244195518
C,2.013770368223052,3.968447524382869,21.682742620597242
C,1.668913217963516,2.718281828459045,8.383770795185255
C,0.9212926893146063,2.718281828459045,7.0286211484505765
B,0.9573186549456849,3.4737669778221547,12.671411160506338
A,3.427524624871173,2.9948032251529506,15.63970724262776
C,0.9825306251330761,2.718281828459045,8.573945121580383
B,2.408826783024806,6.044579402217107,11.300440645660089
C,0.05773737497422937,2.718281828459045,10.208128251753147
C,1.020857863203517,2.718281828459045,6.235560383061068
C,-0.19721780926942345,2.718281828459045,8.00928538672635
B,0.33326683182014616,3.129129566916569,13.30788294596561
C,1.110949985857049,2.718281828459045,9.249508464744594
B,3.052502408583563,3.129974835579773,9.119097021513014
B,2.2164577147248865,6.215950062706242,15.66029095154075
A,2.6117064589263395,7.663095211282477,16.5923152807609
A,1.479702381738855,2.718281828459045,10.521701903137163
C,0.7225805637816072,2.718281828459045,6.079526052358671
A,4.343195567595544,19.40826830533018,14.32380045375776
A,1.6821988868627495,18.995165214448466,14.900121599704594
C,-0.5707955977468575,2.718281828459045,10.53948825544365
B,2.031737584513012,4.599867507353671,9.44242015348279
A,2.5190395351807906,3.3106988220378075,14.596416927193516
B,2.4206207800882065,3.034552451748487,11.57775907901678
B,2.345496328409884,3.3124491125512896,11.104850991886405
C,0.620460916565065,2.718281828459045,8.845868894641566
A,3.707715086767117,6.468656549658935,15.253401731524896
C,0.8893500080022771,2.718281828459045,8.649565365438592
A,4.341338453157442,16.084213391115888,13.648824646664002
C,0.3482612904009783,2.718281828459045,5.471922920657869
C,2.129546951129492,2.718281828459045,10.786774733998747
B,1.3051112591306886,4.34652435780093,15.245920343882394
A,3.8644825394109845,15.483659040519361,15.918817896039878
B,2.7083970474943255,10.561986501312791,13.185864613957582
A,3.229074523659589,3.768246826047113,15.564999090856837
C,0.42957995289209694,2.718281828459045,9.605387647435803
A,3.7867090843954196,3.6395671473941045,14.100375413070203
C,-0.5039265732469778,2.718281828459045,10.163204584043525
B,0.9830040591293072,6.082289820527113,13.394432748707082
C,2.315926903544982,2.718281828459045,8.54284197399977
A,5.378215772153824,7.130362190974649,13.531660991141852
A,2.5762673912300316,3.077184237456045,10.834726927403324
B,1.635316989915164,3.2027924163714796,11.977131672418103
C,0.7853784138818541,2.718281828459045,7.419617532914385
A,2.7971299864437933,4.937810780142575,13.020127694268307
B,1.67877577121383,3.3644896141672374,15.241197558438024
B,1.9125247644335095,3.644562579982368,13.839467392479865
C,0.29154992810703195,2.718281828459045,8.466779358834277
C,1.809422791380773,2.718281828459045,9.629397342174308
A,1.3686095932281332,6.522562585218718,14.815851643852763
C,2.1137461279568015,2.718281828459045,7.045551548832403
C,0.4689112974163614,2.718281828459045,8.048062487088327
A,2.067822140031879,16.12582667773924,13.914494981582944
A,2.1326182501314617,3.9977634471031047,12.663486759424128
B,2.186266861602713,3.1049516990337027,10.438519833332254
C,-0.0722006285198018,2.718281828459045,9.281866696942977
A,3.778413352334576,11.939236881272729,12.631070867762986
C,1.3348310871758537,2.718281828459045,8.781087229063546
B,1.9618519741027254,3.9728199333479437,12.198332211134968
C,0.0679469761784639,2.718281828459045,9.322369114046179
A,4.147499034808106,2.9736694790142275,17.41532829505319
A,2.458413953097248,5.95036245546498,15.162534474170887
A,3.0928506630194734,10.643074749811444,14.381861185828093
B,1.6560145935229038,3.2350582949657025,16.029878823028817
A,2.1483241228513856,6.150536023373978,16.104880883598536
C,0.27551122649066984,2.718281828459045,7.948817965556927
C,3.398367333100167,2.718281828459045,14.329998078864534
B,3.5742755298196416,7.032495478834829,11.407381089515415
A,2.5593069215678304,7.097799437113279,17.729275433576184
B,2.9185328543121742,4.440252590565009,7.2072394235653965
C,1.7713821474207956,2.718281828459045,10.450203009443815
A,3.3815757267589115,14.231596851114087,14.993518361707654
C,2.419269030192861,2.718281828459045,5.177384281885772
A,3.479329019859577,20.045824678862864,8.896301558945868
B,2.7957831916349543,5.981493288526484,12.261909800849995
